engine_temp,engine_rpm,oil_level,vehicle_mileage,vibration,health_score
60.3,919,27.8,35110,2.03,55
60.5,2824,97.2,73627,1.96,80
73.1,1183,61.7,52385,2.75,80
62.2,4200,27.5,5024,1.13,60
66.5,1181,52.2,11441,1.34,100
80.3,4296,25.8,173383,1.2,45
108.2,2367,98.5,158459,2.32,40
94.3,2156,85.5,67825,2.62,80
90.8,2398,7.5,116053,1.14,75
77.6,4806,95.0,76890,0.51,85
115.9,1598,73.5,142363,1.53,60
83.8,1357,12.8,127434,2.95,40
65.2,882,68.7,162458,0.69,85
97.0,730,66.5,116096,1.41,75
66.8,1893,25.8,9702,0.89,75
80.7,660,77.1,98523,2.78,80
90.4,2811,13.3,104711,1.7,75
112.5,2148,51.5,174200,1.78,60
89.6,4967,5.9,111895,0.12,60
102.1,2381,97.0,27762,1.99,55
119.6,637,76.4,134311,0.99,60
67.9,4231,20.1,192946,1.59,45
76.5,3264,37.5,195043,1.64,60
83.7,1073,20.3,12567,1.82,55
85.3,658,77.8,85737,2.49,80
84.7,3236,10.6,6857,0.97,75
114.5,3214,84.8,65603,0.84,75
102.8,3214,94.5,75399,2.41,55
96.5,2011,69.3,58086,2.18,55
78.6,684,25.2,89145,0.75,75
109.4,2133,39.2,32270,0.1,50
117.3,4397,50.3,120071,2.03,25
109.3,3274,62.4,2012,0.56,75
60.1,3473,68.5,59049,2.88,80
98.2,3720,57.7,84989,1.85,40
63.1,1690,38.4,89586,2.56,55
75.5,3434,89.6,196898,2.44,65
63.6,4824,12.7,39080,1.72,60
96.2,2676,49.3,56879,1.37,75
101.2,3790,78.7,184134,1.54,45
66.9,4828,10.8,65888,2.43,40
83.0,1808,72.0,115951,1.96,80
87.4,4177,82.9,149282,0.7,70
82.1,3181,67.8,37146,1.87,80
67.3,4387,6.2,116293,1.27,60
85.1,1115,22.1,93948,0.28,75
105.1,2812,37.5,36166,1.21,50
64.3,3574,27.2,119239,0.76,60
64.8,1532,96.5,134078,2.53,65
81.3,2263,66.9,132076,0.4,85
116.5,1156,33.2,178652,1.15,35
100.1,2271,93.3,137039,2.12,40
100.7,1592,75.4,165918,2.7,40
81.7,2228,32.0,18879,1.07,75
95.6,2291,41.0,2261,1.86,55
60.6,1704,23.9,159412,1.18,60
98.2,1870,97.3,198345,0.69,60
114.8,3502,54.1,32323,1.04,60
96.8,2009,90.1,35864,1.94,55
112.4,4246,37.9,7927,2.18,15
103.4,1930,86.8,195956,1.17,60
67.2,2654,10.1,166284,0.54,60
114.1,1553,98.3,82256,0.5,75
64.0,2442,91.6,84903,2.46,80
92.0,3402,39.5,172999,1.99,40
68.5,609,78.6,121686,2.21,65
60.7,3209,76.5,54150,1.52,100
85.3,721,90.6,107167,1.43,100
77.7,3160,34.2,189719,0.71,60
89.2,3637,49.2,13056,0.59,85
94.6,1040,87.2,141934,0.55,85
62.6,3349,79.0,10798,2.98,80
67.4,1190,42.4,106491,2.48,80
93.5,1968,85.3,190130,1.92,65
80.6,2589,9.5,51747,0.72,75
103.8,1961,79.3,35738,1.08,75
99.1,4373,24.6,191017,1.12,20
110.7,2664,32.2,17227,1.49,50
101.5,3015,51.9,165465,1.32,60
85.8,3551,47.7,83800,2.81,65
100.4,3368,54.5,126531,2.19,40
76.5,4016,56.8,59461,0.34,85
78.4,2176,36.5,57848,1.14,75
107.3,714,21.6,24685,0.49,50
86.8,1968,78.0,91517,0.91,100
107.9,738,43.0,119180,2.88,55
109.3,3973,53.1,3480,2.15,40
111.5,1915,66.2,15860,0.12,75
115.0,673,91.4,68578,1.05,75
85.9,4446,72.2,57230,1.37,85
79.1,1083,9.3,57026,1.85,55
94.9,4711,84.7,6564,1.55,85
82.3,2149,99.0,20012,0.3,100
96.1,1959,49.9,54169,1.6,75
102.3,2496,97.1,26341,0.48,75
101.3,4824,57.0,187830,1.61,45
82.5,1110,48.7,46841,0.81,100
70.0,1022,36.5,92584,0.52,75
85.8,3032,67.5,43335,0.93,100
68.6,2506,26.8,55155,0.39,75
113.4,4927,15.0,98314,0.92,35
80.8,1558,7.6,29527,2.61,55
69.3,1424,32.8,95466,0.99,75
61.5,664,42.6,179847,1.46,85
98.7,3948,57.4,50653,1.61,60
98.2,1400,32.8,155776,0.62,35
80.4,877,98.5,101907,1.38,100
64.3,2317,32.7,33057,2.57,55
84.6,3013,46.9,103992,0.33,100
78.7,1838,14.8,7393,2.78,55
100.6,2086,29.8,75404,2.63,30
96.3,3898,9.6,171445,2.58,5
81.9,3595,58.2,91956,0.68,85
73.1,692,76.4,84613,1.5,100
119.3,4131,23.6,59171,1.89,15
87.2,2440,40.0,29336,0.39,100
101.3,4127,6.6,189786,1.71,20
68.4,2221,84.8,144057,2.54,65
89.1,2161,79.1,12014,2.82,80
61.7,2016,11.0,139446,0.91,60
90.3,3564,39.7,153371,0.94,45
117.8,4790,95.8,91513,0.89,60
83.1,1730,42.2,158403,0.55,85
62.3,2013,55.0,136656,1.35,85
61.9,4197,38.7,144037,2.37,25
83.3,4344,61.6,84769,2.17,65
69.6,2718,97.9,151891,2.71,65
61.4,1263,99.8,126092,1.13,85
105.4,3234,78.6,28782,1.76,75
87.5,3374,43.4,110463,2.32,80
77.4,4569,52.0,85847,2.7,65
114.0,4090,38.9,88434,2.63,15
67.0,2171,98.6,60773,1.45,100
117.4,2123,72.2,154896,2.73,40
78.8,1587,47.6,14110,1.39,100
113.3,3838,6.2,178779,2.72,5
96.2,4445,54.4,88512,2.35,40
109.6,4293,98.5,5825,0.74,60
119.0,698,54.7,134560,2.8,40
77.3,2888,22.3,67431,0.8,75
117.7,2114,7.1,68444,2.73,30
83.4,4897,38.7,66947,1.88,40
83.1,1233,92.2,136529,2.04,65
80.4,1178,99.7,38216,0.42,100
92.5,4559,94.8,93230,0.29,85
69.2,872,74.3,8847,2.91,80
93.2,4554,58.0,172381,1.08,70
92.5,4527,61.1,14658,2.55,65
105.7,1052,56.2,126878,2.14,40
110.0,1775,72.2,148599,1.85,40
86.4,1013,44.8,29676,2.09,80
78.1,2150,68.6,147853,0.36,85
75.6,2546,16.6,645,1.3,75
71.7,791,30.2,97476,1.86,55
63.5,640,84.4,78236,2.62,80
80.5,2459,90.9,155062,2.17,65
76.2,1932,56.2,18618,0.83,100
118.0,4049,8.0,61859,2.96,15
93.5,735,93.1,58827,1.96,80
80.8,4801,71.7,97389,1.55,85
94.8,2541,44.3,125114,2.37,65
68.4,2165,61.8,96726,1.85,80
86.6,4821,45.8,128077,2.16,50
97.6,988,49.2,133034,1.89,40
89.3,2158,89.2,128373,0.62,85
84.1,2721,20.3,170313,1.68,60
119.6,1628,14.8,126076,0.92,35
112.8,4134,5.3,171323,1.75,20
97.4,681,34.8,62397,0.46,50
94.2,1375,19.0,69951,0.77,75
97.2,3638,25.9,55770,2.45,15
72.1,4973,6.1,31545,1.28,60
83.7,3487,26.6,8705,2.05,55
62.4,2478,36.6,10704,1.54,75
88.5,2871,8.0,163191,1.09,60
92.6,2207,62.8,28671,1.54,100
73.7,3739,59.0,21203,2.46,65
117.8,1205,14.2,81927,0.92,50
114.6,4014,61.5,120503,1.32,45
103.3,4265,99.9,92115,0.69,60
92.0,2744,94.7,12451,1.12,100
112.2,4870,5.3,155588,2.67,5
67.8,4365,80.6,111372,2.38,65
107.4,1976,38.6,120102,1.18,35
67.5,4062,11.0,96613,0.48,60
107.7,947,33.1,75856,1.32,50
76.5,600,35.6,58642,2.34,55
112.6,662,54.7,177048,0.23,60
116.6,2383,67.8,150402,2.26,40
68.9,4414,76.2,87656,2.07,65
87.8,825,28.4,34612,0.29,75
118.9,1642,35.6,118299,1.94,30
89.0,1444,34.3,162862,0.97,60
111.8,3280,39.5,129848,0.61,35
95.3,4719,100.0,87606,1.22,60
82.5,1834,78.9,150521,0.7,85
77.1,2584,97.6,163328,2.49,65
72.2,4856,70.8,98983,2.25,65
105.7,1878,43.6,7190,2.94,55
83.2,2194,42.0,176565,1.65,85
90.7,3151,51.4,142633,0.36,85
89.5,2552,44.6,151503,1.17,85
94.6,2295,83.7,29617,2.53,80
111.9,1554,49.2,144643,1.25,60
118.8,3891,33.1,109319,1.42,35
84.5,956,78.6,96931,1.29,100
109.7,4195,86.2,9,0.78,60
105.9,1568,44.9,114291,0.31,75
94.4,841,68.4,80739,0.62,100
117.4,4046,10.6,174863,1.16,20
72.0,4834,55.3,53368,0.81,85
66.6,2744,9.3,75914,1.76,75
111.2,746,7.8,48847,1.88,30
86.3,1142,63.2,75755,1.75,100
110.8,1291,33.8,95491,0.35,50
113.6,1625,75.5,165296,2.03,40
63.7,4650,90.1,98347,1.22,85
113.0,4605,18.2,40094,2.65,15
86.9,3959,73.8,127791,1.62,70
90.6,3551,53.9,193890,0.35,70
97.6,1329,15.7,126489,0.13,35
115.6,3155,66.9,141158,2.14,40
61.1,1750,62.9,93893,1.26,100
88.6,2335,54.0,40544,0.94,100
101.3,1638,93.0,92398,1.4,75
103.4,3512,54.5,150027,0.31,45
101.6,3140,99.1,47660,1.24,75
68.1,1842,53.4,73736,1.01,100
78.0,1372,16.0,71168,2.42,55
81.5,2516,49.7,34630,0.61,100
108.3,4012,22.3,181457,2.29,5
76.7,3099,61.7,4711,1.55,100
72.6,4040,70.8,161943,0.34,70
117.4,4145,49.5,2457,2.91,40
60.5,1813,14.3,76732,2.23,55
119.9,3531,49.5,78375,0.85,60
100.6,1018,12.7,39467,1.79,50
109.7,4381,69.8,144239,2.71,25
77.7,1388,80.1,7157,2.8,80
60.9,2471,96.4,110357,2.22,80
104.3,2625,19.1,2714,2.21,30
110.0,3046,55.6,27217,0.9,75
104.4,1160,58.9,40132,2.97,55
68.6,3251,92.6,96653,0.81,100
105.2,4504,64.6,80792,0.36,60
106.1,1139,18.8,56371,2.93,30
99.5,3736,46.5,56788,0.54,60
106.0,3889,67.2,9583,1.61,60
110.8,3210,71.5,42042,1.46,75
96.8,2544,87.0,90405,2.56,55
65.3,3745,22.1,77807,1.25,60
89.3,3358,95.4,68371,1.56,100
64.7,3860,10.6,139085,0.23,45
84.5,4707,98.5,78775,0.7,85
84.4,2495,86.5,160612,2.52,65
64.0,3100,67.7,36973,1.49,100
80.9,3429,74.8,67690,0.77,100
66.7,4473,11.9,69459,1.17,60
108.5,647,8.9,31558,0.93,50
116.9,2964,14.7,108350,1.71,50
64.3,2856,13.3,40030,0.25,75
117.3,1353,57.0,36636,0.75,75
91.4,3402,25.5,109528,1.13,75
78.0,4252,86.7,190123,2.79,50
64.6,1002,47.3,63566,1.91,80
90.0,2686,71.1,51159,1.56,100
107.7,2827,67.0,197881,0.65,60
102.4,4010,35.4,56025,1.72,35
63.0,3590,28.1,157752,2.79,25
64.4,1749,37.5,109463,1.74,75
84.2,662,80.7,12434,0.58,100
77.7,3753,60.7,193257,2.99,50
73.9,1608,29.1,46096,1.55,75
76.9,2631,82.7,47471,1.03,100
108.2,1922,10.2,56004,1.56,50
115.8,2681,71.4,171651,0.86,60
84.3,1351,46.7,10487,0.19,100
114.4,4744,74.5,75925,2.68,40
79.3,1257,93.1,191700,1.34,85
88.6,2260,76.3,179205,2.28,65
73.6,1300,47.0,96925,2.92,80
98.4,1680,19.3,113500,1.93,30
118.7,2756,81.6,9610,2.11,55
96.2,2140,48.8,53551,2.84,55
81.5,3632,12.2,13869,1.6,60
98.9,2583,73.3,88466,1.03,75
67.4,914,32.7,180026,2.77,40
113.3,3681,9.6,22979,0.3,35
90.2,2914,90.8,11492,0.72,100
87.0,2735,50.9,115381,1.09,100
95.2,2249,31.7,60920,2.37,30
97.5,3819,73.1,112784,2.72,40
64.3,4400,89.2,94257,1.41,85
101.0,3078,5.0,23409,0.93,50
74.5,4667,70.3,116443,1.12,85
102.8,2375,77.9,196234,2.0,40
109.4,2566,24.9,155149,0.56,35
108.2,2367,51.5,60428,1.69,75
93.2,4415,13.5,26455,1.81,40
91.2,841,75.9,158457,2.15,65
68.6,3549,85.5,131919,1.85,50
106.5,2856,15.3,76699,0.38,50
76.3,4711,82.6,53213,2.1,65
89.8,3968,78.3,115883,0.16,85
77.1,966,38.0,140776,1.23,60
68.0,3427,70.6,175934,1.31,85
97.8,1852,5.0,31849,0.44,50
63.3,3087,93.5,71868,0.13,100
104.9,4203,57.3,122842,0.31,45
79.1,4121,63.9,136720,1.39,70
60.0,2243,68.1,31793,0.8,100
90.7,1812,58.3,85240,0.3,100
62.8,619,86.4,84377,0.84,100
76.6,1275,62.9,3450,1.63,100
102.4,1208,91.2,8418,2.25,55
63.8,661,60.3,179790,1.29,85
110.4,1865,21.3,34575,1.88,30
60.2,2885,91.8,130576,1.83,65
74.8,1754,69.8,97260,2.7,80
104.5,2228,71.4,114009,0.62,75
79.0,2226,98.6,33186,1.48,100
66.1,4316,12.1,26451,1.93,40
81.6,2042,45.7,3155,1.61,100
76.2,2253,27.7,140182,1.41,60
110.6,3102,64.9,29448,2.92,55
78.8,3869,81.6,126934,2.83,50
107.3,881,96.8,128529,1.87,40
113.5,1624,48.2,129244,1.37,60
86.0,4003,79.7,45231,2.29,65
114.6,1835,92.1,35399,1.59,75
82.6,4782,69.9,151130,2.99,50
117.8,1385,28.1,72404,2.09,30
65.4,3917,62.7,48698,0.3,85
101.2,2267,97.1,45379,1.27,75
89.6,3608,98.8,97275,2.22,65
83.3,3794,66.0,134884,2.54,50
98.0,4375,89.3,148342,2.46,25
102.2,3046,24.0,23978,2.93,30
60.3,4390,28.4,11531,1.52,60
70.0,1133,95.5,28783,0.51,100
102.8,1001,17.8,191091,1.99,15
100.0,4263,23.2,13236,0.31,35
118.0,729,45.0,117485,2.92,55
105.7,2939,61.0,161165,2.3,40
117.0,4971,62.4,69683,2.95,40
102.2,3559,32.7,149587,1.19,20
77.9,2458,92.5,93806,0.15,100
66.3,3573,91.9,133831,1.61,70
106.9,4750,42.2,156388,0.45,45
98.6,4249,46.3,199484,2.07,25
62.9,3386,71.7,176552,1.54,85
81.6,3697,68.0,13332,2.28,65
117.4,4112,41.3,180279,0.94,45
90.0,1820,44.4,174891,2.5,65
86.0,1241,38.1,189222,1.99,40
87.5,3914,27.4,53902,2.96,40
72.5,1323,48.5,9198,0.62,100
82.1,1337,70.2,103307,0.25,100
82.2,1899,75.5,146804,2.57,65
63.1,4080,79.0,106209,1.08,85
106.1,939,40.6,86023,1.35,75
85.0,752,77.6,186491,2.78,65
109.3,2021,5.6,132853,1.38,35
111.0,3651,50.3,78948,0.96,60
72.7,1026,80.4,50141,0.27,100
99.4,4158,64.9,192349,1.38,45
88.3,1735,50.0,109660,2.0,80
112.8,2972,66.2,187776,0.88,60
72.9,3929,91.2,31485,2.18,65
100.7,1549,58.8,54351,1.49,75
96.5,1973,81.0,26654,2.59,55
77.7,1556,98.2,164217,0.57,85
68.2,2301,72.0,51529,2.3,80
99.1,3541,59.5,104349,2.8,40
104.3,3082,8.6,177450,2.25,15
78.9,1903,40.6,16665,1.28,100
98.7,970,58.7,62475,0.77,75
83.7,3580,80.7,47802,0.39,85
102.8,2896,46.6,77892,1.96,55
72.0,2725,96.2,170824,0.51,85
113.4,3566,30.8,36362,2.53,15
77.2,4745,75.7,182062,2.89,50
82.1,3342,44.8,178198,0.49,85
63.5,4621,51.2,39338,1.19,85
66.7,2964,81.2,93004,2.82,80
91.0,1362,33.1,96464,1.47,75
76.1,4662,14.2,152186,1.65,45
110.1,1604,54.4,2120,2.27,55
60.9,4355,55.2,110289,0.71,85
82.7,3446,80.7,785,2.94,80
80.2,949,97.0,56925,2.36,80
61.2,3564,10.3,66473,0.57,60
67.5,1286,61.2,108185,0.42,100
84.8,3726,69.7,29969,2.81,65
89.6,3355,98.7,65236,2.09,80
84.3,4124,94.5,101416,0.21,85
91.9,4224,72.7,16297,0.51,85
95.7,3332,54.6,153888,0.24,60
60.6,2293,20.3,105741,2.92,55
87.8,3492,41.5,140601,1.54,85
117.8,4411,60.6,153085,1.44,45
91.1,4780,73.9,30089,2.87,65
100.7,1284,65.4,6171,1.56,75
78.7,4940,72.8,172301,1.6,70
106.4,3519,45.8,17874,2.95,40
106.4,4356,74.1,169881,0.42,45
91.3,3883,18.7,190537,2.96,25
118.6,4626,20.4,59024,0.58,35
67.5,1756,20.5,21153,1.47,75
61.0,3661,89.6,104693,1.08,85
106.2,2929,12.2,159501,2.87,15
108.4,1892,81.1,57753,1.51,75
67.2,2484,27.2,137713,0.17,60
75.9,2160,49.5,173473,0.74,85
61.1,1583,92.0,89075,1.35,100
77.6,2667,60.7,156439,2.06,65
106.4,2463,25.0,152798,1.73,35
91.1,2579,32.0,4677,2.56,55
80.9,2336,92.4,5139,2.5,80
82.3,3052,45.6,57766,1.81,80
60.1,2518,60.8,155768,1.76,85
78.0,1300,48.7,182444,0.91,85
98.8,4646,41.0,86049,2.88,40
118.5,2673,26.2,76693,0.32,50
110.8,4353,70.2,57414,1.25,60
61.4,994,73.2,143904,2.02,65
113.9,2556,31.1,129807,2.84,15
107.0,3648,80.0,73741,1.55,60
106.8,4052,86.2,136497,2.7,25
87.5,1122,92.5,3900,0.4,100
83.9,2162,20.3,77347,1.64,75
78.2,3509,33.9,126004,1.02,45
63.9,3449,86.7,124463,2.41,65
73.7,1149,23.9,29134,1.39,75
74.8,2068,5.3,2817,1.48,75
89.0,1432,87.7,70486,0.29,100
104.8,2021,36.0,166679,1.37,35
88.4,885,44.4,138763,0.33,85
63.5,3345,47.4,65978,0.97,100
117.5,4365,85.6,153850,0.47,45
116.6,2045,37.1,57154,1.07,50
107.1,2066,89.8,92195,0.76,75
119.5,2376,63.6,48788,0.93,75
92.7,4255,55.1,93039,0.53,85
117.8,1514,35.9,9413,1.37,50
64.5,887,28.2,114113,1.54,75
81.9,4790,64.3,43400,2.53,65
73.5,2688,47.5,29899,1.66,100
71.7,2404,91.5,112683,0.76,100
68.4,1778,51.7,45463,2.23,80
97.3,3151,53.6,894,0.96,75
106.9,4970,44.6,110398,2.29,40
94.7,2188,80.0,166093,1.22,85
68.8,2556,45.4,129611,1.59,85
108.7,2375,30.6,88777,1.56,50
98.2,1587,86.9,46442,2.87,55
83.3,1803,61.7,119681,0.55,100
100.4,3930,61.2,158863,2.82,25
75.6,1719,63.0,43520,1.73,100
80.7,796,73.3,103137,2.98,80
115.0,4575,34.7,29899,1.76,35
77.4,1125,8.2,178874,2.0,40
88.2,2010,82.0,78107,2.27,80
113.4,1892,17.2,131443,2.48,15
102.5,1794,73.6,30193,1.48,75
63.7,2548,12.8,191819,2.07,40
68.8,4255,40.7,105302,1.88,65
60.5,2817,11.0,14464,1.28,75
97.9,4854,54.6,83323,2.48,40
86.9,4180,67.0,49025,0.66,85
68.1,1617,21.3,94187,0.58,75
117.5,3753,40.3,111710,2.24,40
91.8,4190,93.4,160944,1.95,50
74.5,4807,47.0,76248,1.02,85
90.0,4669,81.2,196069,1.94,50
100.8,647,93.1,82927,2.33,55
64.6,4263,97.6,667,0.73,85
76.5,1427,90.3,147397,1.79,85
108.4,2689,35.2,198054,2.49,15
87.6,2656,96.4,15890,1.29,100
92.8,1418,82.2,157555,1.76,85
86.0,4584,84.5,169157,0.33,70
62.6,4280,6.4,101333,2.51,40
69.9,2411,95.7,41000,2.41,80
86.7,3714,78.9,144097,1.42,70
72.6,2229,78.0,120580,0.45,85
63.0,2143,12.7,29940,2.02,55
110.6,4179,27.1,121878,1.76,20
118.9,2504,96.4,119492,2.77,55
107.6,2036,52.6,24701,0.91,75
111.2,3917,42.8,82697,0.19,60
74.5,4120,84.8,41795,0.84,85
117.6,3659,13.3,90990,1.34,35
71.8,4716,44.6,13115,0.55,85
117.1,1598,40.7,170110,2.94,40
119.7,2031,38.2,130845,0.74,35
102.7,3661,34.2,56433,2.07,15
118.9,864,25.0,46999,1.42,50
94.2,4331,21.4,74564,1.71,60
75.6,2874,65.8,172556,2.8,65
86.2,4475,92.3,107747,1.64,85
95.6,3917,53.3,138760,0.99,45
64.4,2646,33.3,23255,0.74,75
97.3,3744,20.1,79747,2.69,15
118.9,3821,83.9,177689,2.96,25
71.4,3740,97.3,173180,0.83,70
107.6,1853,38.2,172331,2.19,15
114.5,1322,32.6,77049,1.57,50
116.6,683,62.1,66057,2.13,55
117.6,3970,78.7,26293,2.9,40
91.3,4419,48.3,30607,0.9,85
118.6,3964,64.9,143865,2.25,25
105.4,2357,73.1,90413,1.37,75
69.7,4918,96.3,107148,1.99,65
88.6,3380,20.7,36069,1.28,75
103.1,3887,99.8,86079,2.15,40
74.8,3052,42.3,158285,1.08,85
98.4,928,73.7,149735,1.52,60
100.0,1025,59.4,42582,2.16,55
69.8,1369,51.2,195766,0.22,85
93.9,4575,71.3,94526,1.05,85
106.3,1207,42.6,165521,1.68,60
89.9,2452,17.0,13116,0.31,75
60.7,3272,51.4,98395,2.14,80
60.5,2724,54.6,3706,2.46,80
81.4,1900,24.2,16147,0.57,75
115.6,1065,93.9,151615,2.23,40
73.7,2564,26.6,99147,1.97,55
98.1,2545,43.9,8895,1.29,75
73.3,3139,19.7,62058,0.58,75
79.3,2960,55.9,153484,2.87,65
110.9,2639,34.2,164086,1.45,35
103.7,1784,51.5,13251,0.63,75
65.7,4534,26.3,110533,2.18,40
85.7,3817,10.1,5109,1.86,40
61.8,3382,79.0,24632,2.47,80
88.9,1377,65.9,143223,2.99,65
99.7,3979,37.4,177237,0.23,20
67.1,3018,9.5,55276,2.24,55
77.3,4677,87.2,6325,2.97,65
83.9,4862,21.1,94964,1.66,60
115.2,3039,93.4,1912,2.18,55
119.6,2589,50.5,168061,1.38,60
62.7,1666,37.3,7374,1.13,75
105.7,1544,75.5,33034,2.12,55
82.3,628,88.3,85402,2.97,80
83.5,2497,40.2,177750,0.37,85
105.3,2297,43.7,91792,1.32,75
115.1,3414,46.2,93305,2.83,55
117.1,3965,92.6,50683,0.43,60
94.6,3088,70.8,141270,1.99,65
81.4,2265,28.5,94817,1.35,75
107.3,2170,22.6,127776,1.19,35
75.1,2333,26.9,168068,0.71,60
93.8,1359,30.0,191866,0.61,60
81.5,2757,26.9,138227,1.6,60
99.4,1951,67.6,47952,1.19,75
74.4,4076,16.0,123899,1.53,45
71.5,1868,41.8,190016,0.67,85
115.1,2385,64.4,197318,1.12,60
66.1,4549,32.6,11388,2.99,40
90.4,3207,11.2,74178,1.17,75
73.3,998,12.8,26457,1.3,75
62.3,3230,17.0,149199,0.16,60
62.2,3046,84.4,165163,1.2,85
70.5,2269,67.5,11752,2.31,80
112.0,838,11.1,51832,1.6,50
76.9,4136,42.2,4237,2.01,65
117.0,4461,31.5,134123,1.71,20
94.9,3703,59.9,195418,0.41,70
86.2,1746,54.7,43311,1.06,100
94.8,2157,50.7,19088,2.11,80
91.0,4338,34.9,5675,1.69,60
105.5,2757,18.1,170627,2.06,15
76.9,4051,75.5,2640,1.14,85
81.2,899,88.6,63328,0.66,100
113.6,4298,94.7,12317,2.51,40
116.8,4653,10.6,175480,1.19,20
113.6,848,75.3,106442,2.0,55
85.2,3168,74.0,103666,1.21,100
106.8,4729,95.0,33462,2.79,40
88.6,4923,29.0,75921,2.98,40
89.9,3460,75.5,188755,1.98,65
72.3,1323,10.2,15201,1.85,55
95.5,1169,65.0,34536,2.54,55
71.2,819,38.3,155739,1.6,60
79.9,1994,78.0,196779,2.62,65
111.3,3434,87.0,35517,1.3,75
72.4,2722,39.7,166942,0.19,60
64.3,4831,54.9,115308,2.79,65
64.1,4600,16.2,112911,2.19,40
116.4,4949,44.6,37982,1.58,60
90.4,3689,39.3,189404,2.84,25
84.6,649,22.4,32844,2.67,55
108.7,1114,90.0,84118,0.41,75
110.1,3391,19.1,135309,1.91,15
79.9,3378,65.4,123110,1.66,85
101.6,3218,89.6,161537,2.35,40
106.3,2437,91.6,6027,0.97,75
99.3,1765,80.4,141439,0.12,60
69.1,2849,21.7,158555,0.64,60
112.6,1014,82.7,186079,0.71,60
92.3,2868,31.3,80567,0.95,75
76.9,1704,92.6,100848,1.17,100
85.5,3956,72.4,194340,2.15,50
62.3,3016,79.6,93724,0.32,100
67.7,2534,13.1,114675,1.51,75
105.9,803,60.4,71810,1.55,75
60.0,668,83.0,193996,1.89,65
85.0,1115,86.9,125545,1.0,85
91.4,4163,7.7,52892,0.85,60
63.3,2064,94.2,107457,1.5,100
118.4,2252,9.1,194106,2.01,15
73.6,1306,63.4,165467,0.23,85
78.3,2225,70.9,157615,0.95,85
78.2,4385,15.2,77059,2.38,40
73.8,1945,9.6,1074,1.5,75
60.1,943,79.6,145062,2.86,65
103.8,4386,41.5,82567,2.62,40
118.0,1135,15.2,45793,1.1,50
73.5,954,77.5,38071,2.21,80
99.8,4142,85.7,19546,0.9,60
104.5,1582,60.8,46515,0.61,75
110.9,1945,20.3,176947,2.65,15
85.4,3609,6.4,148358,1.12,45
78.2,1126,71.6,129212,0.69,85
79.5,1530,57.3,184291,2.9,65
102.8,3356,66.8,140767,0.19,60
109.0,2882,82.3,168916,1.16,60
70.9,2546,46.3,11054,0.21,100
82.3,4527,16.8,192894,1.56,45
114.1,3141,94.3,2897,1.26,75
108.4,2516,56.8,9537,2.19,55
119.1,3960,63.5,153018,2.87,25
105.3,2193,93.7,57325,1.61,75
83.6,3525,93.5,139753,0.93,70
95.4,4225,59.3,119940,2.63,40
99.7,1823,33.3,73387,1.85,30
64.7,2559,99.7,90537,1.71,100
92.7,1565,69.7,80121,0.65,100
102.6,4278,43.8,105532,0.22,60
70.0,4912,58.2,47038,1.44,85
106.8,1222,44.5,54833,1.63,75
95.0,2972,89.4,48123,0.47,100
117.1,3548,50.8,30117,0.27,60
62.5,3899,83.2,71131,0.73,85
75.9,1768,84.8,154846,0.28,85
96.1,991,83.3,43691,0.26,75
77.8,4409,73.6,184215,1.39,70
102.9,3007,86.2,144379,2.45,40
105.5,4860,41.8,170208,2.03,25
66.2,1180,15.9,27531,2.07,55
90.8,1420,85.0,42174,0.86,100
90.5,1847,52.3,167782,0.13,85
82.2,723,17.1,165640,1.41,60
116.0,2474,16.0,128755,1.19,35
109.7,1123,20.1,14414,2.85,30
101.8,3723,76.3,193366,0.31,45
102.9,4824,72.5,162795,2.35,25
87.7,3798,24.4,94572,1.22,60
115.3,3385,85.5,10261,2.51,55
101.7,2718,31.7,193059,1.54,35
103.7,1810,80.3,67913,2.48,55
111.7,1626,51.4,182327,1.45,60
76.4,4717,74.5,1271,1.27,85
108.4,4861,41.2,103324,2.89,40
71.7,1097,38.0,176388,1.17,60
80.7,3405,84.9,159491,2.44,65
80.1,2293,8.4,33202,0.29,75
118.7,1324,97.6,151054,0.28,60
111.4,975,66.6,69307,1.37,75
102.1,4998,46.1,107030,1.8,60
103.6,3052,64.7,172412,1.86,40
93.7,4459,16.7,84070,0.21,60
116.8,2286,53.8,36892,2.12,55
89.8,856,98.6,136674,0.48,85
82.8,4200,27.4,126008,2.87,25
69.8,650,73.6,80957,1.07,100
107.2,1194,46.3,97210,0.86,75
104.1,4473,67.0,136239,0.94,45
83.1,4036,24.5,53201,2.82,40
61.5,1672,49.7,49698,1.5,100
110.3,2076,98.1,196321,1.36,60
60.7,3620,23.6,63753,1.74,60
102.2,2264,65.5,75479,2.8,55
118.2,3330,59.7,64687,0.99,75
86.3,1995,58.7,166955,0.62,85
74.1,4497,63.4,131290,1.83,50
102.3,4645,52.7,32893,1.53,60
109.0,3260,6.6,13169,0.28,50
92.8,2833,90.5,46458,1.61,100
118.0,3922,83.6,176446,1.73,45
63.1,4797,21.5,189744,2.11,25
90.3,4818,44.3,74951,2.99,65
103.1,2701,78.2,4180,1.32,75
111.8,1906,98.1,169000,1.58,60
70.8,2237,95.4,9766,0.32,100
108.0,1740,90.4,161130,2.51,40
93.2,1215,20.0,1942,0.38,75
83.8,4809,91.9,142604,2.81,50
67.9,2166,88.5,43374,1.11,100
